0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.2357072368421052,0.0,0.0,0.4283059210526316,0.0,0.5769901315789474,0.0,0.4608059210526316
0.0,0.0804456032235126,0.0665221955101073,0.0630074831544374,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0105939430694007,0.0,0.0,0.0080607461875702,0.0,0.0,0.0148391009362089,0.0051674689509658,0.0
0.0,0.0,0.0,0.0,0.0,0.1061777337297654,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0758291649619237,0.1269450566854518,0.0321833467513099,0.0,0.0,0.0
0.0,0.0,0.3259617791871818,0.0,0.0,0.4525160644246015,0.0,0.7629975799048653,0.0,0.5247851122423434
0.0,0.0,0.0299767306961455,0.0,0.0,0.124827480447784,0.0,0.0431315549095564,0.0,0.0393977984171539
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495958155016643,0.0
0.0,0.4736680552510414,0.2776145582109187,0.3234816926112694,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304784130688448,0.0,0.0
0.0,0.0,0.0,0.0948989512137638,0.0,0.0,0.0387697383926467,0.0,0.0761769384869196,0.117465531463587
0.0,0.0692609154398834,0.0,0.0,0.3127417977189368,0.0,0.0,0.1031251570115058,0.0381098326885394,0.0
0.0,0.0585782366957903,0.0751257611861265,0.0758759156296884,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3194444444444444,0.0,0.0,0.1919753086419753,0.0,0.262037037037037,0.6791666666666667
0.0,0.0,0.0,1.0054711246200607,0.0,0.0,0.6820668693009119,0.0,0.7045592705167173,1.6674772036474164
0.0,0.0,0.2853433610887277,0.0,0.0,0.4138239770794162,0.0,0.6514459665144596,0.0,0.665144596651446
0.0,0.0,0.0752405417319004,0.0,0.0,0.0670020824149933,0.0,0.24768578333764,0.0,0.0899010472875404
0.0,0.0,0.0,0.0,0.0762958648806057,0.0954733318831528,0.0452175621530969,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.563995346936209,0.270569371521992,0.0923381645549721,0.0,0.0,0.0
0.0,0.400473556800311,0.0,0.0,0.4311663986712137,0.0,0.0,0.6322690085346244,0.229003587016062,0.0
0.0,0.1420738084565964,0.0,0.0,0.116457492903033,0.0,0.0,0.2327506349917824,0.0832287464515165,0.0
0.0,0.0,0.0823390987174961,0.0,0.0,0.0342628544534651,0.0,0.3295446523120367,0.0,0.0481939051653135
0.0,0.0,0.1079496072028284,0.0,0.0,0.1176535115476461,0.0,0.3182121189108,0.0,0.1249103443620315
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
