,id,t1_sum,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match,t3_sum,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_8_16_linear_t3_match,hard_agent_8_16_log10_t3_match,hard_agent_8_16_ln_t3_match
0,aea51b3b64294e07bd00c6f5d1c82991,28,18,16,18,23,10,18,18,17,18,18,18,18,37,31,30,31,37,10,31,30,30,31,32,31,31
1,d4acd0639a54445f803c015e1f7fa55b,28,18,18,18,12,9,20,18,17,18,17,17,17,39,37,34,37,32,9,35,36,35,37,37,37,37
2,d5b64aba6893447b987b29ac081e970d,22,16,11,16,7,9,16,13,11,16,16,16,16,36,33,34,33,18,9,32,33,34,33,33,33,33
3,40f1b91abc764b9eaf423b871ae47a10,30,22,21,20,22,8,21,21,23,20,22,22,22,41,36,35,37,37,9,36,35,34,36,36,36,36
4,eb91bb001aec49caacee7ef7d6c6c2a1,32,19,20,20,18,10,20,20,20,20,20,19,19,41,38,33,37,33,10,37,37,33,37,38,38,38
5,42eb2bfe54504f9e9ab962eb7218f64e,33,18,16,19,26,8,18,16,17,18,18,18,18,39,35,34,35,37,8,35,35,34,35,34,34,34
6,4ba3fa7f94564e9faf55b445558e8040,26,23,19,23,18,9,23,21,20,23,23,23,23,39,36,35,36,37,10,36,33,34,36,36,36,36
7,2f742c47d16741cf97b5a520f9650211,24,17,14,16,7,10,17,16,15,16,17,17,17,35,31,29,32,19,10,31,32,31,32,31,31,31
8,5d8cdae6df1441e89e606420770a16c1,27,21,18,22,11,13,18,18,18,22,21,21,21,38,36,34,36,21,14,36,35,34,36,36,36,36
9,60c0129463c344e98aaccd384dea701e,32,25,20,24,16,14,24,23,22,24,25,25,25,40,38,36,38,24,14,37,37,36,38,38,38,38
10,720c180d3ae344369ecdce7146716e84,30,25,22,24,14,9,22,24,22,24,25,25,25,42,41,38,41,33,11,40,41,39,41,41,41,41
11,15ae0d9539654893a86fa9654c698cc0,27,14,11,14,15,13,11,12,11,14,14,14,14,36,30,28,31,28,14,31,30,28,31,30,30,30
12,166f728b971d498e990b743fdcf071dc,26,18,16,18,18,9,19,19,16,18,18,18,18,36,30,29,30,32,9,30,31,30,30,30,30,30
13,c63cee1f7a7943ae9023dc7a3d65bb42,16,9,11,10,9,8,11,11,11,10,10,9,9,28,24,21,24,18,9,24,22,21,24,24,24,24
14,ddf0296ad9664afebbe1a5ea45d442a1,28,22,21,22,27,8,21,20,21,22,21,21,21,39,36,34,36,35,9,34,33,36,36,36,36,36
15,4646d5091426436d81159130217f1958,23,14,15,14,13,9,14,14,14,14,14,14,14,38,31,29,33,34,9,30,30,29,33,31,31,31
16,a3c9fbfcc0824a9d8f7019e04e044a33,27,19,14,19,15,9,21,20,17,19,19,19,19,38,36,32,36,28,9,35,36,34,36,36,36,36
17,eb9156f0bd354bdfa695f84ad8d97c2e,26,16,15,16,13,9,16,16,14,15,16,16,16,37,30,28,30,29,9,29,30,27,30,30,30,30
18,347a57446bc64d729d8da7db7bc7e68a,29,20,16,20,17,8,20,20,19,20,20,20,20,37,35,33,35,33,9,35,34,34,35,35,35,35
19,5a0a6c173b5d455d9122c056720f07cb,29,15,17,15,22,14,16,17,17,15,15,15,15,40,35,33,35,36,14,34,33,33,35,35,35,35
20,40a7600df224431e9fd071c4658b909c,27,21,15,22,8,8,18,21,17,22,21,21,21,39,38,34,38,23,8,36,36,38,38,38,38,38
21,af2df0a264e54acbb38551acbefc72ed,29,21,15,21,10,11,20,15,13,21,21,21,21,39,37,34,37,21,11,36,37,34,37,37,37,37
22,ac056d1c17bb42dfbc70552d220b12cc,36,31,29,31,19,8,27,30,28,31,31,31,31,41,41,39,41,40,9,41,41,41,41,41,41,41
23,1d4d2163bf9b4e17953acc73ce485996,33,26,23,26,22,10,23,24,23,26,26,26,26,41,41,38,41,39,11,40,40,38,41,41,41,41
24,49fd1bce6ecc4bc6a2d86718c95b10ea,31,19,20,19,18,11,20,21,21,19,19,19,19,39,35,34,35,35,11,35,35,34,35,35,35,35
25,d03800b35afb46d9a40fb3f1524c5b53,30,17,16,17,20,9,17,17,15,17,17,17,17,39,33,31,33,35,9,33,31,31,33,33,33,33
26,adb6ed53516c49f6afa97b9e273d27a6,30,16,16,18,12,14,17,17,16,17,16,16,16,40,36,35,36,26,14,35,35,35,36,36,36,36
27,1aad4a6c0f494adfbcfeab1a33a5332e,22,16,13,17,15,9,16,15,13,17,16,16,16,34,31,27,31,26,11,28,30,28,31,31,31,31
28,ab7e1fea6b7d40d780a4f7a4e192495c,28,14,13,14,21,9,15,15,13,13,14,14,14,41,36,32,36,34,9,34,36,34,36,36,36,36
29,1cf676f39baf4b72920bb7116c1871db,28,22,23,21,9,8,21,21,21,21,22,22,22,38,36,35,36,18,8,36,36,35,36,36,36,36
30,476066ca638a4296b60c856b5c3b6442,25,14,13,13,14,10,15,13,14,14,15,15,15,36,31,31,31,29,10,30,30,31,31,31,31,31
31,6f952873d4804cf58deddd1bd18f37df,21,15,9,16,17,8,13,11,11,16,15,15,15,36,28,25,28,34,9,27,26,26,28,28,28,28
32,c1b96117a34243ab87d1caf4df3ee6b9,24,15,16,15,18,6,15,18,16,15,15,15,15,34,29,31,29,28,7,31,31,30,29,29,29,29
33,5e6986b8c60040d581b9d09603f53623,24,15,14,15,12,11,16,15,16,15,15,15,15,37,34,30,33,25,11,33,33,32,33,34,34,34
34,ba1021f3bf334bfeb93e60b320819a24,28,19,17,20,17,11,20,19,18,20,19,19,19,36,32,31,32,33,11,33,32,31,32,32,32,32
35,fee0d75f83794d6383798110a64f7764,22,14,18,14,6,5,14,14,16,14,14,14,14,33,29,28,29,20,6,31,30,30,29,29,29,29
36,673aafa20cbf4183806ee724605957c3,26,17,16,17,7,15,18,17,15,17,17,17,17,36,33,30,33,18,15,32,32,31,33,33,33,33
37,cad618c98fda480ba06d51ebbcce6770,25,18,16,18,15,10,19,17,17,18,18,18,18,36,29,29,30,30,10,31,28,30,30,29,29,29
38,b269b8d85ee740ed9d4974d059ebf00f,28,18,18,18,20,15,18,18,18,19,19,19,19,33,26,27,26,27,17,26,26,27,26,26,26,26
39,3cee0085f10d4161990d5d79b2452ac3,27,17,16,17,8,14,18,17,17,17,17,17,17,37,33,33,33,21,15,33,33,32,33,33,33,33
40,1e1560bf3241464aaa1131736f4fe141,29,25,24,25,14,9,26,24,24,25,25,25,25,40,39,37,40,27,9,37,39,39,40,39,39,39
41,c95f0320507e4905abc268571409ae40,25,16,12,16,10,13,12,13,11,16,16,16,16,36,34,33,34,26,13,33,33,33,34,34,34,34
42,327481965f0b4056bc1b3414484726b3,26,20,14,20,17,8,19,17,15,20,19,19,19,36,33,30,33,26,8,32,31,30,33,33,33,33
