,id,t1_sum,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_21_linear_match,hard_agent_21_log10_match,hard_agent_21_ln_match,t3_sum,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_21_linear_t3_match,hard_agent_21_log10_t3_match,hard_agent_21_ln_t3_match
14,ddf0296ad9664afebbe1a5ea45d442a1,28,17,11,13,21,11,11,11,12,13,17,17,17,39,27,24,25,36,11,20,26,23,23,27,27,27
15,4646d5091426436d81159130217f1958,19,8,11,7,7,8,9,9,11,7,8,8,8,30,23,25,22,19,8,26,25,25,22,23,23,23
16,a3c9fbfcc0824a9d8f7019e04e044a33,24,10,9,5,7,11,8,9,12,7,10,10,10,30,19,17,16,14,12,15,18,20,17,19,19,19
17,eb9156f0bd354bdfa695f84ad8d97c2e,33,18,17,16,17,10,20,14,14,16,18,18,18,39,26,30,25,26,10,28,35,30,25,26,26,26
18,347a57446bc64d729d8da7db7bc7e68a,27,17,15,18,7,10,20,12,11,18,17,17,17,37,29,26,30,20,10,23,22,25,29,29,29,29
19,5a0a6c173b5d455d9122c056720f07cb,25,16,12,14,16,8,5,17,12,14,16,16,16,35,22,26,25,28,9,18,30,25,25,22,22,22
20,40a7600df224431e9fd071c4658b909c,28,17,15,15,3,11,8,16,16,15,17,17,17,38,25,30,25,9,11,23,28,32,25,25,25,25
21,af2df0a264e54acbb38551acbefc72ed,19,12,10,13,8,7,11,11,11,12,12,12,12,30,26,28,24,12,7,26,27,28,24,26,26,26
22,ac056d1c17bb42dfbc70552d220b12cc,19,12,14,11,7,8,13,10,15,10,12,12,12,35,28,29,25,20,8,20,25,29,25,28,28,28
23,1d4d2163bf9b4e17953acc73ce485996,32,14,14,14,13,10,12,16,16,13,14,14,14,40,32,32,35,31,10,32,33,33,36,32,32,32
24,49fd1bce6ecc4bc6a2d86718c95b10ea,32,16,19,17,14,8,18,17,20,17,16,16,16,40,29,30,29,34,8,29,34,28,29,29,29,29
25,d03800b35afb46d9a40fb3f1524c5b53,35,16,11,17,11,15,22,12,10,18,16,16,16,41,27,29,32,31,15,33,30,28,31,27,27,27
26,adb6ed53516c49f6afa97b9e273d27a6,27,10,16,9,5,10,8,5,11,10,10,10,10,35,23,30,21,11,10,24,25,27,21,23,23,23
27,1aad4a6c0f494adfbcfeab1a33a5332e,27,17,16,19,8,8,17,18,16,18,17,17,17,39,34,26,34,27,8,29,30,28,33,34,34,34
28,ab7e1fea6b7d40d780a4f7a4e192495c,30,15,16,16,20,7,24,15,15,16,15,15,15,38,23,24,23,29,7,34,23,23,21,23,23,23
29,1cf676f39baf4b72920bb7116c1871db,27,15,11,12,7,12,21,10,12,12,15,15,15,34,24,25,23,10,12,31,25,24,21,24,24,24
30,476066ca638a4296b60c856b5c3b6442,33,15,18,18,17,12,17,18,19,13,15,15,15,39,29,25,29,23,12,34,33,27,29,29,29,29
31,6f952873d4804cf58deddd1bd18f37df,23,12,7,10,16,6,7,6,7,11,12,12,12,35,22,23,23,28,6,14,24,23,24,22,22,22
32,c1b96117a34243ab87d1caf4df3ee6b9,26,7,10,10,18,7,16,7,16,8,7,7,7,36,19,20,20,31,7,29,20,25,20,19,19,19
33,5e6986b8c60040d581b9d09603f53623,30,13,10,13,13,5,19,7,9,13,13,13,13,41,23,22,23,22,6,27,17,20,23,23,23,23
34,ba1021f3bf334bfeb93e60b320819a24,28,12,10,11,18,10,5,4,6,11,12,12,12,37,26,22,26,27,11,22,20,20,25,26,26,26
35,fee0d75f83794d6383798110a64f7764,22,9,10,8,6,11,5,11,9,10,9,9,9,32,24,21,21,11,12,14,17,19,20,24,24,24
36,673aafa20cbf4183806ee724605957c3,29,11,13,15,4,12,16,17,11,14,11,11,11,39,29,30,28,10,12,28,32,28,29,29,29,29
37,cad618c98fda480ba06d51ebbcce6770,27,10,14,11,9,11,9,17,18,11,10,10,10,32,25,23,24,15,12,15,26,24,25,25,25,25
38,b269b8d85ee740ed9d4974d059ebf00f,25,13,12,11,9,10,13,13,10,14,13,13,13,33,26,25,23,21,12,27,27,24,22,26,26,26
39,3cee0085f10d4161990d5d79b2452ac3,19,10,13,8,3,9,11,11,12,7,10,10,10,31,25,28,24,8,9,26,26,26,23,25,25,25
40,1e1560bf3241464aaa1131736f4fe141,28,15,12,14,13,10,13,8,11,13,15,15,15,40,28,30,25,18,10,20,27,29,27,28,28,28
41,c95f0320507e4905abc268571409ae40,24,11,8,12,9,9,8,13,9,10,11,11,11,38,25,27,27,24,9,24,27,27,28,25,25,25
42,327481965f0b4056bc1b3414484726b3,24,8,10,12,7,11,9,14,10,12,8,8,8,34,24,25,21,15,11,23,24,20,21,24,24,24
43,cf1b6ded54834ac2ba23a390cec38104,21,9,15,9,5,12,9,10,13,9,9,9,9,30,20,25,18,17,12,20,22,25,17,20,20,20
44,e0242bfd5aad459e997e8af1d05dba4d,28,15,6,15,18,12,4,15,7,15,15,15,15,35,24,19,25,30,12,19,28,19,24,24,24,24
45,00250a4028184369b1e36c609e6a33d2,32,22,13,22,10,11,23,21,16,19,22,22,22,40,33,32,32,28,12,33,34,32,32,33,33,33
46,ace85dddb7684bf3b3175c95e3da221b,25,7,10,8,7,9,12,13,10,8,7,7,7,33,24,24,23,22,9,25,28,23,23,24,24,24
47,eb8276be1b684bc182fa25ca9d9a308c,20,9,8,9,6,6,5,9,13,9,9,9,9,29,22,21,23,11,6,17,21,24,24,22,22,22
48,a1fade3eaab140ffaa00c9a4efc929f9,26,14,12,13,6,8,11,14,10,11,14,14,14,39,25,27,23,20,9,24,30,24,22,25,25,25
49,4c20b40883674ff5aa1d510927669033,29,20,15,23,14,8,13,17,12,21,20,20,20,36,33,31,32,27,8,25,30,29,32,33,33,33
50,c86e74bb29a746c5bb7c2e7508efb130,15,8,12,8,5,7,11,10,12,8,8,8,8,33,30,28,26,14,7,30,31,29,24,30,30,30
51,23d813a19df54aae92a97abbe0c11dfb,30,15,16,12,20,11,14,7,17,13,15,15,15,40,30,29,29,29,11,30,24,28,29,30,30,30
52,d1a30e4545c14fce8138ca875ccf4215,23,10,10,11,7,8,6,18,12,10,10,10,10,33,22,20,23,13,9,21,29,21,23,22,22,22
53,c41f46c29d6f4f1f9b60c37ffeaf7364,36,23,22,22,9,12,23,14,17,22,23,23,23,42,33,32,37,25,12,34,32,32,35,33,33,33
