,id,t1_sum,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match,t3_sum,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_8_16_linear_t3_match,hard_agent_8_16_log10_t3_match,hard_agent_8_16_ln_t3_match
53,c41f46c29d6f4f1f9b60c37ffeaf7364,24,11,21,11,4,9,12,14,19,11,11,11,11,35,26,30,26,18,12,27,27,30,26,26,26,26
54,d063b7827a4d4faa8dd63c3862234a46,23,11,12,10,10,11,10,10,12,10,11,11,11,32,23,26,24,23,12,24,24,28,24,23,23,23
55,4a75e913e4fd4f7d86863dbbdd29c4df,20,8,7,8,9,11,8,8,6,8,8,8,8,35,21,23,21,24,11,22,20,22,21,21,21,21
56,fa45e2f1d8f04a8abe643bac5becdff4,21,13,12,13,11,7,11,11,13,13,13,13,13,30,26,25,26,19,9,25,23,25,26,26,26,26
57,d70a72ef31764c958a89efdba495e27f,25,11,16,11,11,9,12,13,16,11,11,11,11,35,25,25,25,19,10,26,26,26,25,24,24,24
58,671c867ca5294ce793ae0f910fe7359c,26,15,10,15,18,9,13,13,10,15,15,15,15,39,36,30,36,33,9,32,32,33,36,36,36,36
59,57ae31c408d540f7ac1441261c913369,30,16,17,17,13,11,18,16,16,17,16,16,16,38,31,29,31,28,12,32,31,29,31,31,31,31
60,1bb0ede01e914558bb92e22c32332c81,28,20,10,20,21,10,18,17,13,20,20,20,20,37,34,25,34,33,10,35,33,27,34,34,34,34
61,30461d73323942e09e6e1d55a53e83bc,22,11,9,11,8,13,11,9,8,11,11,11,11,34,25,26,25,24,13,26,27,26,25,25,25,25
62,88aa98c617cb40b9a2e3f9f9aaa2bcf1,19,14,13,14,12,7,14,13,12,14,14,14,14,33,27,25,26,24,8,27,24,25,26,27,27,27
63,5e65a3fee5f641e6b177ab86d6507eed,26,14,13,14,12,10,11,11,9,14,14,14,14,37,28,31,28,27,10,27,26,28,28,28,28,28
64,53ac4161794d4c8f91f56f297c347de2,24,14,12,15,9,8,13,16,13,15,14,14,14,39,30,30,30,27,8,31,35,32,30,30,30,30
65,577f061b67894e63b57d5c64c10b579f,17,7,12,7,6,7,7,7,9,7,7,7,7,30,19,27,19,14,8,20,21,24,19,19,19,19
66,09a8fd08446d46618d512ab6ae646fd4,27,16,14,15,13,7,14,14,11,15,16,16,16,39,31,27,31,25,7,30,26,25,31,31,31,31
67,bed1917e46074540b220d49a50863447,25,13,15,13,7,12,11,13,14,13,13,13,13,37,24,28,24,20,12,23,24,24,24,24,24,24
68,90a3ef044c6e4df190f196498a3dc435,25,14,10,14,10,11,12,11,11,14,14,14,14,35,29,27,29,26,11,28,28,29,29,29,29,29
69,228ef41998394128b656dc3062600b2f,17,9,12,9,9,10,8,10,11,9,9,9,9,32,19,29,19,16,11,20,20,27,19,19,19,19
70,ab272202d4234ce1b03bdd8dc13065da,19,8,11,8,13,7,8,8,9,8,8,8,8,32,17,26,17,25,7,19,21,25,17,17,17,17
71,ff9cecdd40884dbda402a08c3c588a28,29,16,15,16,21,11,16,15,14,16,16,16,16,38,29,26,28,34,11,27,28,29,28,29,29,29
72,c27caefbc69d494eab26b71f1d4d8a25,22,3,15,3,10,10,4,6,10,3,3,3,3,37,16,33,14,26,11,21,19,27,14,16,16,16
73,cc9b1bfcf23d47268e62aa2aa611c23d,27,14,17,14,15,7,13,12,17,14,14,14,14,38,25,31,26,29,7,25,25,30,26,25,25,25
74,b17e380ca4bf4a99a834edb38ef3ed53,25,20,9,20,16,8,17,15,10,20,20,20,20,37,34,28,34,32,8,33,31,29,34,34,34,34
75,b99189eb0e79459695b2fb8299cf1e97,25,14,13,13,19,7,17,14,14,13,14,14,14,39,28,29,28,37,7,33,31,30,28,28,28,28
76,d5dd168b556449e3916e503e8cdb3a03,21,6,15,7,8,9,5,9,12,7,6,6,6,31,16,30,17,18,9,20,23,28,17,16,16,16
77,937df90fc12d4c6e8d5ec802a5ce6f52,23,9,12,9,15,9,8,8,10,9,9,9,9,35,21,30,21,24,10,20,21,25,21,21,21,21
78,e7fa7e2c27b54904a1547a4e53cb73d0,24,7,12,7,15,7,6,5,11,7,7,7,7,35,22,29,22,25,7,21,24,28,22,22,22,22
79,6cf9282b8ed045e1b653fdd069380ed1,19,8,12,8,11,7,9,9,10,8,8,8,8,37,21,31,21,23,7,19,23,29,21,21,21,21
80,a4bae2f50f94409eb1a216b577b404b8,23,13,12,13,14,14,11,12,14,13,13,13,13,37,24,31,25,24,14,20,26,30,25,24,24,24
81,3109e39973ef44ffbcb87cc2b5b7f9c3,22,9,10,10,10,13,9,11,8,10,9,9,9,31,19,27,20,18,15,22,23,22,19,19,19,19
82,72e1ec74a10c4ec4a1f06db40581a5b6,28,20,12,20,13,13,20,18,14,20,20,20,20,36,30,31,30,23,13,33,34,34,30,30,30,30
83,4317d9c591e84a2e928dc152fbf91dbe,26,15,8,15,22,8,15,13,10,15,15,15,15,39,28,30,28,36,8,29,30,30,28,28,28,28
84,6a3c5b35a05547189da30c8623eb1c94,25,12,16,12,12,11,12,11,16,12,12,12,12,37,24,30,24,24,12,25,27,31,24,24,24,24
85,c78e2a01b9ae4f6f85e0f45af91fe889,24,7,10,7,12,9,7,7,6,7,7,7,7,38,25,29,25,20,9,28,28,28,25,25,25,25
86,41ea89e0e647471486c711302ebec501,20,12,10,12,12,7,12,9,10,12,12,12,12,39,25,26,25,30,7,25,23,24,25,25,25,25
