,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_21_linear,hard_agent_21_log10,hard_agent_21_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_21_linear_match,hard_agent_21_log10_match,hard_agent_21_ln_match
20,142,53,53,142,198,103,103,53,53,142,142,142,103,False,False,False,False,False,True,True,False,False,False,False,False
21,187,187,187,165,57,187,187,187,187,187,187,187,187,True,True,True,False,False,True,True,True,True,True,True,True
22,107,107,107,182,129,107,107,107,107,107,107,107,21,False,False,False,False,False,False,False,False,False,False,False,False
23,97,97,61,61,97,97,97,97,61,97,97,97,42,False,False,False,False,False,False,False,False,False,False,False,False
24,156,156,187,187,195,187,187,156,187,156,156,156,187,False,False,True,True,False,True,True,False,True,False,False,False
25,1,1,1,1,1,206,1,1,1,1,1,1,206,False,False,False,False,False,True,False,False,False,False,False,False
26,84,84,84,243,84,243,243,84,84,84,84,84,243,False,False,False,True,False,True,True,False,False,False,False,False
27,84,84,84,84,84,84,84,84,84,84,84,84,84,True,True,True,True,True,True,True,True,True,True,True,True
28,161,2,19,142,97,19,19,2,19,161,161,161,19,False,False,True,False,False,True,True,False,True,False,False,False
29,238,107,258,238,199,107,107,107,258,238,238,238,190,False,False,False,False,False,False,False,False,False,False,False,False
30,5,5,5,142,86,67,67,67,67,5,5,5,118,False,False,False,False,False,False,False,False,False,False,False,False
31,193,187,231,246,187,193,193,193,231,193,193,193,103,False,False,False,False,False,False,False,False,False,False,False,False
32,107,107,260,61,107,107,107,107,260,107,107,107,184,False,False,False,False,False,False,False,False,False,False,False,False
33,268,53,268,167,167,187,187,187,268,268,268,268,187,False,False,False,False,False,True,True,True,False,False,False,False
34,67,67,67,67,16,67,67,67,67,67,67,67,16,False,False,False,False,True,False,False,False,False,False,False,False
35,241,241,146,165,165,241,241,241,146,241,241,241,241,True,True,False,False,False,True,True,True,False,True,True,True
