,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_21_linear,hard_agent_21_log10,hard_agent_21_ln,Real,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_21_linear_t3_match,hard_agent_21_log10_t3_match,hard_agent_21_ln_t3_match
0,[ 67 177 174],[177 222 142],[ 67 177 174],[228 182 142],[ 92 271 177],[177 222 142],[177 222 142],[177 222 142],[ 67 177 174],[ 67 177 174],[ 67 177 174],[ 67 177 174],174,True,False,True,False,False,False,False,False,True,True,True,True
1,[ 17 192 203],[192  17 165],[232  17 203],[165  68 192],[ 90  91 232],[192  17 165],[192  17 165],[192  17 165],[202 269 221],[ 17 192 203],[ 17 192 203],[ 17 192 203],68,False,False,False,True,False,False,False,False,False,False,False,False
2,[158 167  17],[167 129  17],[ 57 198 167],[258  17 167],[ 92   2 271],[167 129  17],[167 129  17],[167 129  17],[ 57 198 167],[158 167  17],[158 167  17],[158 167  17],17,True,True,False,True,False,True,True,True,False,True,True,True
3,[119 242 220],[ 77 242 220],[119 242 259],[228 110 119],[271  91 242],[ 77 242 220],[ 77 242 220],[ 77 242 220],[119 242 259],[119 242 220],[119 242 220],[119 242 220],110,False,False,False,True,False,False,False,False,False,False,False,False
4,[ 20 167 149],[ 30 167 149],[259 185 149],[149 206 167],[ 90 271 149],[ 30 167 149],[ 30 167 149],[ 30 167 149],[185  20 149],[ 20 167 149],[ 20 167 149],[ 20 167 149],29,False,False,False,False,False,False,False,False,False,False,False,False
5,[188 154  92],[195 188 154],[188 154  92],[160  77 154],[91 92 77],[92 30 10],[195 188 154],[195 188 154],[188 154  92],[188 154  92],[188 154  92],[188 154  92],160,False,False,False,True,False,False,False,False,False,False,False,False
6,[253 248 229],[248  30 253],[253 248 229],[248 229 244],[ 91 271 248],[248 208  30],[248  30 253],[248  30 253],[253 248 229],[253 248 229],[253 248 229],[253 248 229],33,False,False,False,False,False,False,False,False,False,False,False,False
7,[205 124 229],[ 30 229 124],[124 229 205],[ 87 205 229],[ 91 271  57],[ 30  57 124],[ 30 229 124],[ 30 229 124],[124 229 205],[205 124 229],[205 124 229],[205 124 229],205,True,False,True,True,False,False,False,False,True,True,True,True
8,[236 269 129],[236 269 129],[236 269 129],[ 91 129 228],[271  91  29],[161 236 269],[236 269 129],[236 269 129],[236 269 129],[236 269 129],[236 269 129],[236 269 129],29,False,False,False,False,True,False,False,False,False,False,False,False
9,[202 221 143],[236 143 221],[202 221 143],[ 92 271 143],[ 90  91 236],[236 221 202],[236 143 221],[236 143 221],[202 221 143],[202 221 143],[202 221 143],[202 221 143],202,True,False,True,False,False,True,False,False,True,True,True,True
10,[ 57 129 198],[ 57 129 198],[ 57 129 198],[271 199 129],[271  91 129],[129 198  57],[ 57 129 198],[ 57 129 198],[ 57 129 198],[ 57 129 198],[ 57 129 198],[ 57 129 198],198,True,True,True,False,False,True,True,True,True,True,True,True
11,[199 164 259],[199 164 259],[199 164 259],[ 90 199 259],[271  90 259],[199 259 164],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],[199 164 259],199,True,True,True,True,False,True,True,True,True,True,True,True
12,[ 93  30 161],[ 93 161  30],[ 93  30 161],[ 90  91 271],[ 92  87 161],[ 93  30 161],[ 93 161  30],[ 93 161  30],[ 93  30 161],[ 93  30 161],[ 93  30 161],[ 93  30 161],161,True,True,True,False,True,True,True,True,True,True,True,True
13,[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],[92 91 30],30,True,True,True,True,True,True,True,True,True,True,True,True
14,[188  80  15],[222 195  15],[ 46 222 195],[228   1  80],[90 91 15],[  1  80 208],[222 195  15],[222 195  15],[222  15 195],[188  80  15],[188  80  15],[188  80  15],80,True,False,False,True,False,True,False,False,False,True,True,True
15,[ 22 234  24],[256  89 107],[94 24 22],[222 107  94],[ 90  91 107],[ 22  94 269],[89 22 94],[256  89 107],[ 22 234  17],[ 22 234  24],[ 22 234  24],[ 22 234  24],234,True,False,False,False,False,False,False,False,True,True,True,True
16,[89 92  4],[  4 176  89],[  4  97 236],[176  32  86],[271  90  97],[ 86 236  97],[32 92 86],[  4 176  89],[236  97  86],[89 92  4],[89 92  4],[89 92  4],176,False,True,False,True,False,False,False,True,False,False,False,False
17,[215 154 157],[187  77  68],[119 157 154],[157  68 119],[91 92 77],[157  60 215],[ 68 119 157],[187  77  68],[119 154 157],[215 154 157],[215 154 157],[215 154 157],68,False,True,False,True,False,False,True,True,False,False,False,False
18,[  6 232  94],[206   6  94],[  6  94 232],[206   6  94],[ 91 271  94],[ 94 168  57],[232   6  94],[206   6  94],[168  94 232],[  6 232  94],[  6 232  94],[  6 232  94],94,True,True,True,True,True,True,True,True,True,True,True,True
19,[120 229 103],[247 229  91],[  2 247 103],[229 120  91],[ 91  86 229],[103 120 229],[ 46 120 229],[247 229  91],[  2 247 103],[120 229 103],[120 229 103],[120 229 103],120,True,False,False,True,False,True,True,False,False,True,True,True
20,[  1 220 157],[ 52 157 253],[157 181  52],[ 52 157   1],[ 90  91 253],[157 236 220],[253 157   1],[ 52 157 253],[157 181  52],[  1 220 157],[  1 220 157],[  1 220 157],157,True,True,True,True,False,True,True,True,True,True,True,True
21,[253 156 119],[ 77 200 253],[119  28 253],[ 77 119 246],[ 90  91 253],[246 156 119],[253 246 119],[ 77 200 253],[ 28 119 253],[253 156 119],[253 156 119],[253 156 119],119,True,False,True,True,False,True,True,False,True,True,True,True
22,[228 208   1],[208 228   1],[228 208   1],[199 228   1],[90 91  1],[228   1 208],[208 228   1],[208 228   1],[228 208   1],[228 208   1],[228 208   1],[228 208   1],228,True,True,True,True,False,True,True,True,True,True,True,True
23,[253  89  24],[ 24 222 253],[253  89  24],[ 89 222  24],[ 90  91 253],[122  89 253],[253  24  89],[ 24 222 253],[253  89  24],[253  89  24],[253  89  24],[253  89  24],222,False,True,False,True,False,False,False,True,False,False,False,False
24,[ 44  32 236],[ 44  32 236],[ 44  32 236],[271  32  44],[91 92 32],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],[ 44  32 236],32,True,True,True,True,True,True,True,True,True,True,True,True
25,[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 91 206  84],[ 91 206 271],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],[ 84 206 215],206,True,True,True,True,True,True,True,True,True,True,True,True
26,[271 259  57],[271  57 259],[271  57 259],[271  90 259],[ 91 271  57],[271 259  57],[271 259  57],[271  57 259],[271  57 259],[271 259  57],[271 259  57],[271 259  57],259,True,True,True,True,False,True,True,True,True,True,True,True
27,[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],[ 91  92 247],247,True,True,True,True,True,True,True,True,True,True,True,True
28,[  0  95 140],[145 143   0],[  0  95 140],[ 95 244  96],[271  91  72],[ 96 208 260],[ 95 244  96],[145 143   0],[  0 140  95],[  0  95 140],[  0  95 140],[  0  95 140],96,False,False,False,True,False,True,True,False,False,False,False,False
29,[94 18  0],[ 94 154 271],[154   0 105],[ 61 120  94],[271  91 231],[120  94 198],[ 61 120  94],[ 94 154 271],[ 18 154   0],[94 18  0],[94 18  0],[94 18  0],61,False,False,False,True,False,False,True,False,False,False,False,False
30,[167 103 157],[157 103 167],[157  46 259],[167 157 119],[91 90 98],[167 157 164],[119 167 157],[103 105 259],[103  46 259],[167 103 157],[167 103 157],[167 103 157],98,False,False,False,False,True,False,False,False,False,False,False,False
31,[221 242 215],[ 62 215 242],[215 214  62],[206  62 228],[ 91 271  57],[ 57 215 221],[242 228  62],[215 221  62],[221 215  62],[221 242 215],[221 242 215],[221 242 215],155,False,False,False,False,False,False,False,False,False,False,False,False
32,[ 92 248 143],[221  77 143],[215 248   4],[ 77 248 244],[ 90 271 149],[248 221 215],[143 248 244],[ 92 248 143],[248 215   4],[ 92 248 143],[ 92 248 143],[ 92 248 143],77,False,True,False,True,False,False,False,False,False,False,False,False
33,[119  89 215],[119  89 215],[259  89 215],[ 89 206 119],[271  90 259],[161  10 215],[215  89 119],[215  89 259],[259  89 215],[119  89 215],[119  89 215],[119  89 215],119,True,True,False,True,False,False,True,False,False,True,True,True
34,[215  22  95],[ 22 229 107],[229  22  95],[107  95 244],[271  91  95],[ 22 215  95],[ 22  95 244],[229  22  95],[229  22  95],[215  22  95],[215  22  95],[215  22  95],244,False,False,False,True,False,False,True,False,False,False,False,False
35,[221 120 260],[120 260 221],[221 120 260],[271 120 199],[92 87 42],[236 221 260],[221 120 260],[120 260 221],[221 120 260],[221 120 260],[221 120 260],[221 120 260],120,True,True,True,True,False,False,True,True,True,True,True,True
36,[143 140  95],[143  95 140],[143 140  95],[140 244  95],[271  90 208],[ 95 208 260],[140  95 244],[143 140  95],[143 140  95],[143 140  95],[143 140  95],[143 140  95],143,True,True,True,False,False,False,False,True,True,True,True,True
37,[232  94 271],[232  94 271],[198  94 259],[271  94 232],[ 91 271  94],[259  94 198],[271  94 232],[271  94 259],[271 259  94],[232  94 271],[232  94 271],[232  94 271],94,True,True,True,True,True,True,True,True,True,True,True,True
38,[164 259 119],[164 259 119],[164 259 119],[199 259 119],[ 91  92 164],[259 119 164],[164 259 119],[164 119 259],[164 259 119],[164 259 119],[164 259 119],[164 259 119],119,True,True,True,True,False,True,True,True,True,True,True,True
39,[163  57 215],[163  57 215],[163  57 215],[ 90  91 271],[271  90 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],[163  57 215],57,True,True,True,False,False,True,True,True,True,True,True,True
40,[ 88 215  92],[ 88  92 215],[ 88 215  92],[90 91 92],[271  90 215],[ 88  92 215],[ 88 215  92],[ 88 215  92],[ 88 215  92],[ 88 215  92],[ 88 215  92],[ 88 215  92],92,True,True,True,True,False,True,True,True,True,True,True,True
41,[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],[ 92  87 161],161,True,True,True,True,True,True,True,True,True,True,True,True
0,[215 177  17],[145  21  30],[215 177  17],[ 17  21 246],[ 92  87 246],[145  21  30],[145  21  30],[145  21  30],[215 177  17],[215 177  17],[215 177  17],[215 177  17],177,True,False,True,False,False,False,False,False,True,True,True,True
1,[177 203 209],[203 209 177],[161  57 267],[203 167 209],[ 90  91 203],[203 209 177],[203 209 177],[203 209 177],[161 267  57],[177 203 209],[177 203 209],[177 203 209],177,True,True,False,False,False,True,True,True,False,True,True,True
2,[154  67  95],[ 95 142 241],[167  95 142],[107 167 142],[ 92  87 161],[ 95 142 241],[ 95 142 241],[ 95 142 241],[ 67 154  95],[154  67  95],[154  67  95],[154  67  95],241,False,True,False,False,False,True,True,True,False,False,False,False
3,[149  31  24],[ 31  24 149],[253 149  31],[ 61  86 120],[271  91 199],[ 31  24 149],[ 31  24 149],[ 31  24 149],[118  31  24],[149  31  24],[149  31  24],[149  31  24],118,False,False,False,False,False,False,False,False,True,False,False,False
4,[105 195  92],[ 53 195 153],[195  53  92],[173  86 110],[ 91  90 105],[ 53 195 153],[ 53 195 153],[ 53 195 153],[ 72 195  92],[105 195  92],[105 195  92],[105 195  92],153,False,True,False,False,False,True,True,True,False,False,False,False
5,[195 149  17],[195  17   6],[ 16   6 149],[200  17 110],[ 92  91 200],[149 110  17],[195  17   6],[195  17   6],[  6 149 195],[195 149  17],[195 149  17],[195 149  17],110,False,False,False,True,False,True,False,False,False,False,False,False
6,[  4 184  18],[  6  18 184],[184   6 185],[222  18 184],[271  92   6],[222   4  18],[  6  18 184],[  6  18 184],[185   6 184],[  4 184  18],[  4 184  18],[  4 184  18],18,True,True,False,True,False,True,True,True,False,True,True,True
7,[103 215 184],[215 105 184],[105 103 184],[206   6 184],[ 91  90 105],[215   6 206],[215 105 184],[215 105 184],[ 16 184   6],[103 215 184],[103 215 184],[103 215 184],103,True,False,True,False,False,False,False,False,False,True,True,True
8,[246 158 215],[158  30 215],[215 246 158],[ 84 246 158],[ 92  87 246],[158 215 246],[158  30 215],[158  30 215],[215 246 158],[246 158 215],[246 158 215],[246 158 215],158,True,True,True,True,False,True,True,True,True,True,True,True
9,[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 84 105 167],[ 92  87 161],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],[ 57 167 105],105,True,True,True,True,False,True,True,True,True,True,True,True
10,[ 72 167 154],[ 72 167 154],[167 154  72],[ 72 167 154],[ 90  91 154],[ 72 167 154],[ 72 167 154],[ 72 167 154],[167 154  72],[ 72 167 154],[ 72 167 154],[ 72 167 154],72,True,True,True,True,False,True,True,True,True,True,True,True
11,[199  61 105],[199  61 105],[199  61 105],[199  61 105],[ 91  90 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],[199  61 105],105,True,True,True,True,True,True,True,True,True,True,True,True
12,[271  72 105],[271  72 105],[271  72 105],[271 105  72],[ 91  90 105],[271 105  72],[271  72 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],[271  72 105],72,True,True,True,True,False,True,True,True,True,True,True,True
13,[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],[271  92   6],6,True,True,True,True,True,True,True,True,True,True,True,True
14,[142 143 140],[242  47 142],[140 158 242],[244 142  47],[ 90  91 186],[142 204   4],[242  47 142],[242  47 142],[140 158 242],[142 143 140],[142 143 140],[142 143 140],204,False,False,False,False,False,True,False,False,False,False,False,False
15,[94 17 95],[ 53 253 184],[ 53  17 112],[ 95 184  94],[ 90  91 126],[ 53 112  17],[184  95  94],[ 53 253 184],[ 53  17 112],[94 17 95],[94 17 95],[94 17 95],112,False,False,True,False,False,True,False,False,True,False,False,False
16,[232 120  67],[129  62  67],[168  62 129],[ 62 228 120],[271  92 163],[129 232 120],[ 67 120 228],[129  62  67],[168  62 129],[232 120  67],[232 120  67],[232 120  67],65,False,False,False,False,False,False,False,False,False,False,False,False
17,[221 260 220],[  6 221  52],[46  6 52],[46  6 52],[ 90  91 151],[260 220  46],[151   6  52],[  6 221  52],[196   6  52],[221 260 220],[221 260 220],[221 260 220],46,False,False,True,True,False,True,False,False,False,False,False,False
18,[ 4 92 95],[129 105  95],[222  95   4],[ 95 222  86],[271  90  97],[ 95 222   4],[92 95 86],[129 105  95],[105 222   4],[ 4 92 95],[ 4 92 95],[ 4 92 95],151,False,False,False,False,False,False,False,False,False,False,False,False
19,[107 146 203],[221  12 203],[146 203 107],[107  91  12],[ 91  92 170],[ 91 146 203],[203 107  12],[221  12 203],[ 12 107 203],[107 146 203],[107 146 203],[107 146 203],146,True,False,True,False,False,True,False,False,False,True,True,True
20,[188  92  24],[ 92 188  24],[ 97 188  92],[ 92  32 182],[271  90  82],[188 182 206],[ 24  32 182],[ 92 188  24],[ 97 188  92],[188  92  24],[188  92  24],[188  92  24],24,True,True,False,False,False,False,True,True,False,True,True,True
21,[158 242 103],[ 91   2 242],[158 242 103],[103 191  91],[90 91 84],[103  91 191],[158 242 103],[ 91   2 242],[158 242 103],[158 242 103],[158 242 103],[158 242 103],191,False,False,False,True,False,True,False,False,False,False,False,False
22,[242   4 142],[  4 142 242],[  4 242  28],[  4 244 142],[271  91   4],[ 28 142   4],[  4 142 244],[  4 142 242],[  4 242  28],[242   4 142],[242   4 142],[242   4 142],4,True,True,True,True,True,True,True,True,True,True,True,True
23,[ 53 129 184],[ 53 184 129],[ 53 184 129],[129 184  53],[271  90  53],[129 184  53],[129  53 184],[ 53 184 129],[ 53 184 129],[ 53 129 184],[ 53 129 184],[ 53 129 184],184,True,True,True,True,False,True,True,True,True,True,True,True
24,[228 163 243],[228 163 243],[228 163 243],[ 91 243 228],[271  92 163],[228 163 243],[163 243 228],[228 163 243],[228 163 243],[228 163 243],[228 163 243],[228 163 243],123,False,False,False,False,False,False,False,False,False,False,False,False
25,[ 16  28 221],[ 16  28 221],[221  28  16],[92 16 28],[90 91 16],[ 16  28 221],[221  28  16],[ 16  28 221],[221  28  16],[ 16  28 221],[ 16  28 221],[ 16  28 221],221,True,True,True,False,False,True,True,True,True,True,True,True
26,[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],[ 91  90 105],262,False,False,False,False,False,False,False,False,False,False,False,False
27,[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],[ 90 271  91],91,True,True,True,True,True,True,True,True,True,True,True,True
28,[143 203  79],[165 253  67],[253 188 143],[173 228 165],[ 90  91 228],[165 203  79],[173 165 228],[165 253  67],[253 188 143],[143 203  79],[143 203  79],[143 203  79],79,True,False,False,False,False,True,False,False,False,True,True,True
29,[271 154  80],[ 80 154 271],[107  28 154],[153 119  80],[ 90  91 107],[ 80  46 271],[154 119  80],[ 80 154 271],[107  28 154],[271 154  80],[271 154  80],[271 154  80],195,False,False,False,False,False,False,False,False,False,False,False,False
30,[140  95 248],[248 103 140],[140  95 248],[140 248 157],[ 91 271 146],[157  46 146],[ 95 248 157],[208 270 198],[140  95 248],[140  95 248],[140  95 248],[140  95 248],46,False,False,False,False,False,True,False,False,False,False,False,False
31,[ 92 203  69],[ 89 222 200],[52 89 92],[176 200 165],[ 92  91 200],[231 203  69],[203  69 165],[ 89  92 165],[52 89 92],[ 92 203  69],[ 92 203  69],[ 92 203  69],69,True,False,False,False,False,True,True,False,False,True,True,True
32,[271  67 220],[ 77 105 271],[ 20 105  67],[  4 120  77],[ 90 271  20],[ 77   4 271],[  4  67 120],[271 120 220],[ 20 105  67],[271  67 220],[271  67 220],[271  67 220],67,True,False,True,False,False,False,True,False,True,True,True,True
33,[143 157  24],[143  24 221],[ 24 221 143],[143 187 157],[271  90  87],[157  56 224],[ 24 143 157],[157 208 221],[ 24 221 143],[143 157  24],[143 157  24],[143 157  24],56,False,False,False,False,False,True,False,False,False,False,False,False
34,[167 107  92],[105 167  77],[105  92 107],[107  77 167],[90 91 92],[ 92 167  77],[ 92 107 167],[ 92 167 236],[105  92 107],[167 107  92],[167 107  92],[167 107  92],107,True,False,True,True,False,False,True,False,True,True,True,True
35,[158  92 203],[ 46  92 203],[191 158 203],[ 92  46 203],[ 90  91 203],[ 46 191 203],[158  92 203],[158  92 203],[191 158 203],[158  92 203],[158  92 203],[158  92 203],191,False,False,True,False,False,True,False,False,True,False,False,False
36,[259 253 188],[259 188 253],[259 253 188],[253 173 228],[271  90 259],[259 253 188],[253 173 228],[259 253 188],[259 253 188],[259 253 188],[259 253 188],[259 253 188],173,False,False,False,True,False,False,True,False,False,False,False,False
37,[ 28 271 154],[154  30 271],[271  28 154],[ 28 271 154],[91 92 28],[154  28 271],[ 28 271 154],[ 28 154  30],[271  28 154],[ 28 271 154],[ 28 271 154],[ 28 271 154],271,True,True,True,True,False,True,True,False,True,True,True,True
38,[208 198 129],[208 198 129],[208 198 129],[ 91  84 129],[271  91 129],[208 198 129],[208 198 129],[129 208 198],[208 198 129],[208 198 129],[208 198 129],[208 198 129],84,False,False,False,True,False,False,False,False,False,False,False,False
39,[ 52 222  92],[ 92  52 222],[ 52  92 222],[ 92  52 222],[90 91 92],[ 52  92 222],[222  52  92],[ 52 222  92],[ 52  92 222],[ 52 222  92],[ 52 222  92],[ 52 222  92],52,True,True,True,True,False,True,True,True,True,True,True,True
40,[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 91  90 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],[ 90   4 105],4,True,True,True,True,False,True,True,True,True,True,True,True
41,[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],[ 90  91 187],187,True,True,True,True,True,True,True,True,True,True,True,True
0,[150 127 238],[238 222 150],[150 127 238],[150 222 238],[90 91 16],[238 222 150],[238 222 150],[238 222 150],[150 127 238],[150 127 238],[150 127 238],[150 127 238],127,True,False,True,False,False,False,False,False,True,True,True,True
1,[242 146  93],[242  52  93],[ 60  10 267],[146 244  68],[90 91 52],[242  52  93],[242  52  93],[242  52  93],[ 60  10 267],[242 146  93],[242 146  93],[242 146  93],93,True,True,False,False,False,True,True,True,False,True,True,True
2,[158 238  22],[ 77 129  22],[ 77 238 214],[ 22  77 238],[ 91  92 168],[ 77 129  22],[ 77 129  22],[ 77 129  22],[ 77 214 238],[158 238  22],[158 238  22],[158 238  22],168,False,False,False,False,True,False,False,False,False,False,False,False
3,[157  24 140],[140  24  62],[222  24  20],[140  32 157],[ 90  91 260],[140  24  62],[140  24  62],[140  24  62],[222  24  20],[157  24 140],[157  24 140],[157  24 140],260,False,False,False,False,True,False,False,False,False,False,False,False
4,[167 188  17],[167  17 188],[165 167 105],[ 17 165 167],[ 91  92 164],[167  17 188],[167  17 188],[167  17 188],[165 167 105],[167 188  17],[167 188  17],[167 188  17],221,False,False,False,False,False,False,False,False,False,False,False,False
5,[96 22 17],[ 96  22 271],[ 22 246  96],[ 17 246  96],[90 91 17],[ 46  17 271],[ 96  22 271],[ 96  22 271],[ 22 246  96],[96 22 17],[96 22 17],[96 22 17],96,True,True,True,True,False,False,True,True,True,True,True,True
6,[149 242   4],[  4 242 149],[149 181 242],[242   4  86],[271  91 181],[149   4 205],[  4 242 149],[  4 242 149],[149 181 242],[149 242   4],[149 242   4],[149 242   4],198,False,False,False,False,False,False,False,False,False,False,False,False
7,[ 72  96 231],[ 96 187 231],[231 244  96],[231  96 244],[92 87 42],[ 72  96 231],[ 96 187 231],[ 96 187 231],[231 244  96],[ 72  96 231],[ 72  96 231],[ 72  96 231],72,True,False,False,False,False,True,False,False,False,True,True,True
8,[222 150 149],[149 150 222],[267 150 222],[149 150 222],[ 91 271 262],[149 150 222],[149 150 222],[149 150 222],[267 150 222],[222 150 149],[222 150 149],[222 150 149],150,True,True,True,True,False,True,True,True,True,True,True,True
9,[244 267 146],[257 267 146],[257 244 146],[257 244 146],[271  92 244],[267 257 146],[257 267 146],[257 267 146],[257 244 146],[244 267 146],[244 267 146],[244 267 146],60,False,False,False,False,False,False,False,False,False,False,False,False
10,[ 98 101  77],[ 98 101  77],[ 98 101  77],[ 98 101  77],[271  90  87],[ 98 101  77],[ 98 101  77],[ 98 101  77],[ 98 101  77],[ 98 101  77],[ 98 101  77],[ 98 101  77],87,False,False,False,False,True,False,False,False,False,False,False,False
11,[163  62 222],[163  62 222],[163 222  62],[ 88  62 222],[271  92 163],[163  62 222],[163  62 222],[163  62 222],[163 222  62],[163  62 222],[163  62 222],[163  62 222],163,True,True,True,False,True,True,True,True,True,True,True,True
12,[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271  91 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],[271 257 165],257,True,True,True,True,False,True,True,True,True,True,True,True
13,[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],[271  92 163],163,True,True,True,True,True,True,True,True,True,True,True,True
14,[107  95 184],[149 165 167],[184  95 149],[193 165 167],[271  91 165],[ 95  56 268],[149 165 167],[149 165 167],[184  95 149],[107  95 184],[107  95 184],[107  95 184],118,False,False,False,False,False,False,False,False,False,False,False,False
15,[188 142 157],[142 188 160],[157 257 160],[244 157 142],[91 92 28],[142 257 160],[157  28 188],[142 188 160],[188 257 160],[188 142 157],[188 142 157],[188 142 157],48,False,False,False,False,False,False,False,False,False,False,False,False
16,[120 271 154],[ 12  52 271],[191 271 154],[246 167 120],[ 89  90 120],[ 56 191 271],[120 154 167],[ 12  52 271],[191 271 154],[120 271 154],[120 271 154],[120 271 154],25,False,False,False,False,False,False,False,False,False,False,False,False
17,[265  94 140],[ 94 140  77],[259 265 140],[228 246  94],[91 92 77],[140  77 265],[265 259 140],[ 94 140  77],[ 94 259 140],[265  94 140],[265  94 140],[265  94 140],19,False,False,False,False,False,False,False,False,False,False,False,False
18,[  1 146   4],[  1 146 221],[221 146   4],[146  61   1],[271  92  61],[221 146   4],[158   4   1],[  1 146 221],[221 146   4],[  1 146   4],[  1 146   4],[  1 146   4],73,False,False,False,False,False,False,False,False,False,False,False,False
19,[ 89 231 203],[231 165  89],[ 89 231 203],[203 231 165],[271  90 259],[206 203 231],[100 259  89],[231 165  89],[ 89 231 203],[ 89 231 203],[ 89 231 203],[ 89 231 203],212,False,False,False,False,False,False,False,False,False,False,False,False
20,[220  94 140],[ 77  94 220],[161 220 140],[178 246  94],[271  91 140],[ 94 140  77],[220 178 140],[ 77  94 220],[161 220 140],[220  94 140],[220  94 140],[220  94 140],220,True,True,True,False,False,False,True,True,True,True,True,True
21,[105 229  67],[ 72 105  67],[105 229  67],[ 67 229 244],[ 92  87 144],[ 67 257 229],[105 229  67],[ 72 105  67],[ 72 105  67],[105 229  67],[105 229  67],[105 229  67],72,False,True,False,False,False,False,False,True,True,False,False,False
22,[156 107 149],[156 167 165],[165 167 149],[107 165 167],[271  91 165],[156 167 149],[167 107 149],[156 167 165],[107 167 149],[156 107 149],[156 107 149],[156 107 149],107,True,False,False,True,False,False,True,False,True,True,True,True
23,[ 28 188 157],[ 28 188 157],[157  28 188],[188 244 157],[ 90  91 157],[ 28 157 188],[157  28 188],[ 28 188 157],[161  28 188],[ 28 188 157],[ 28 188 157],[ 28 188 157],161,False,False,False,False,False,False,False,False,True,False,False,False
24,[246 167 271],[246 167 271],[ 60 167 271],[271 167 246],[ 92 271  60],[246 167 271],[246 167 271],[246 167 271],[246 167 271],[246 167 271],[246 167 271],[246 167 271],60,False,False,True,False,True,False,False,False,False,False,False,False
25,[259  77 140],[259 140  77],[ 77 259 140],[259 140  77],[271  90 259],[259 140  77],[ 77 259 140],[259 140  77],[ 77 259 140],[259  77 140],[259  77 140],[259  77 140],77,True,True,True,True,False,True,True,True,True,True,True,True
26,[271 218 146],[271 218 146],[271 218 146],[ 91 271 146],[271  89 218],[271 218 146],[271 218 146],[271 218 146],[271 218 146],[271 218 146],[271 218 146],[271 218 146],218,True,True,True,False,True,True,True,True,True,True,True,True
27,[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],[ 91 206 271],206,True,True,True,True,True,True,True,True,True,True,True,True
28,[146 174  67],[ 62 146  67],[193  67  62],[174  62 120],[ 91  86 212],[ 49 174 146],[ 67 174  62],[ 62 146  67],[193  67  62],[146 174  67],[146 174  67],[146 174  67],97,False,False,False,False,False,False,False,False,False,False,False,False
