,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_21_linear,hard_agent_21_log10,hard_agent_21_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_21_linear_match,hard_agent_21_log10_match,hard_agent_21_ln_match
24,271,271,271,271,42,271,271,271,271,271,271,271,271,True,True,True,True,False,True,True,True,True,True,True,True
25,271,62,62,62,271,62,62,62,181,271,271,271,271,True,False,False,False,True,False,False,False,False,True,True,True
26,185,257,185,257,257,257,185,257,185,185,185,185,257,False,True,False,True,True,True,False,True,False,False,False,False
27,208,208,208,208,208,208,208,208,208,208,208,208,208,True,True,True,True,True,True,True,True,True,True,True,True
28,223,0,223,192,0,192,223,0,223,223,223,223,192,False,False,False,True,False,True,False,False,False,False,False,False
29,95,0,195,157,57,157,95,0,195,95,95,95,135,False,False,False,False,False,False,False,False,False,False,False,False
30,209,53,221,209,10,209,221,221,221,209,209,209,86,False,False,False,False,False,False,False,False,False,False,False,False
31,140,33,140,110,91,110,140,140,140,140,140,140,33,False,True,False,False,False,False,False,False,False,False,False,False
32,182,30,253,119,182,182,253,253,253,182,182,182,119,False,False,False,True,False,False,False,False,False,False,False,False
33,18,18,157,157,42,157,18,18,157,18,18,18,56,False,False,False,False,False,False,False,False,False,False,False,False
34,203,203,203,203,208,203,203,203,203,203,203,203,203,True,True,True,True,False,True,True,True,True,True,True,True
35,239,165,185,239,195,239,185,185,185,239,239,239,239,True,False,False,True,False,True,False,False,False,True,True,True
36,271,91,165,165,271,165,124,124,165,271,271,271,271,True,False,False,False,True,False,False,False,False,True,True,True
37,157,30,157,157,30,157,157,157,157,157,157,157,157,True,False,True,True,False,True,True,True,True,True,True,True
38,221,221,221,32,32,32,221,221,221,221,221,221,42,False,False,False,False,False,False,False,False,False,False,False,False
39,232,77,232,77,232,232,232,232,232,232,232,232,232,True,False,True,False,True,True,True,True,True,True,True,True
40,60,30,60,0,60,60,60,60,60,60,60,60,60,True,False,True,False,True,True,True,True,True,True,True,True
41,4,4,4,4,4,4,4,4,4,4,4,4,4,True,True,True,True,True,True,True,True,True,True,True,True
0,238,0,238,238,238,0,0,0,238,238,238,238,55,False,False,False,False,False,False,False,False,False,False,False,False
1,248,95,248,165,19,95,95,95,248,248,248,248,19,False,False,False,False,True,False,False,False,False,False,False,False
2,154,6,154,119,109,6,6,6,191,154,154,154,19,False,False,False,False,False,False,False,False,False,False,False,False
3,231,2,158,231,60,2,2,2,158,231,231,231,132,False,False,False,False,False,False,False,False,False,False,False,False
4,69,2,69,167,167,2,2,2,69,69,69,69,69,True,False,True,False,False,False,False,False,True,True,True,True
5,184,53,184,53,184,184,53,53,184,184,184,184,187,False,False,False,False,False,False,False,False,False,False,False,False
6,231,231,243,231,243,243,231,231,243,231,231,231,253,False,False,False,False,False,False,False,False,False,False,False,False
7,271,6,188,6,6,181,6,6,188,271,271,271,188,False,False,True,False,False,False,False,False,True,False,False,False
8,4,6,247,4,122,247,6,6,247,4,4,4,122,False,False,False,False,True,False,False,False,False,False,False,False
9,4,4,260,4,260,260,4,4,260,4,4,4,151,False,False,False,False,False,False,False,False,False,False,False,False
10,57,30,57,109,109,109,30,30,57,57,57,57,109,False,False,False,True,True,True,False,False,False,False,False,False
11,2,2,2,268,267,2,2,2,2,2,2,2,2,True,True,True,False,False,True,True,True,True,True,True,True
12,4,4,4,4,4,4,4,4,4,4,4,4,208,False,False,False,False,False,False,False,False,False,False,False,False
13,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
14,8,8,160,8,8,107,8,8,160,8,8,8,116,False,False,False,False,False,False,False,False,False,False,False,False
15,146,91,110,110,221,20,110,91,110,146,146,146,85,False,False,False,False,False,False,False,False,False,False,False,False
16,4,72,149,182,72,195,182,72,182,4,4,4,132,False,False,False,False,False,False,False,False,False,False,False,False
17,192,1,185,192,33,105,192,1,185,192,192,192,105,False,False,False,False,False,True,False,False,False,False,False,False
18,149,2,269,62,2,2,62,2,269,149,149,149,196,False,False,False,False,False,False,False,False,False,False,False,False
19,124,1,1,1,221,52,1,1,124,124,124,124,87,False,False,False,False,False,False,False,False,False,False,False,False
20,103,53,232,142,103,103,142,53,232,103,103,103,103,True,False,False,False,True,True,False,False,False,True,True,True
21,129,129,20,165,129,20,165,129,20,129,129,129,187,False,False,False,False,False,False,False,False,False,False,False,False
22,107,21,191,182,191,107,182,21,191,107,107,107,21,False,True,False,False,False,False,False,True,False,False,False,False
23,221,91,91,61,97,221,61,91,91,221,221,221,42,False,False,False,False,False,False,False,False,False,False,False,False
24,4,156,195,187,195,195,4,156,195,4,4,4,187,False,False,False,True,False,False,False,False,False,False,False,False
25,1,1,1,1,167,1,1,1,1,1,1,1,206,False,False,False,False,False,False,False,False,False,False,False,False
26,243,243,243,243,84,243,243,243,243,243,243,243,243,True,True,True,True,False,True,True,True,True,True,True,True
27,84,84,84,84,84,84,84,84,84,84,84,84,84,True,True,True,True,True,True,True,True,True,True,True,True
28,95,2,95,142,97,2,142,2,95,95,95,95,19,False,False,False,False,False,False,False,False,False,False,False,False
29,209,74,258,238,7,107,209,74,258,209,209,209,190,False,False,False,False,False,False,False,False,False,False,False,False
30,95,5,205,142,142,67,142,142,205,95,95,95,118,False,False,False,False,False,False,False,False,False,False,False,False
31,234,103,234,246,246,103,246,231,234,234,234,234,103,False,True,False,False,False,True,False,False,False,False,False,False
32,184,107,260,61,61,184,61,226,260,184,184,184,184,True,False,False,False,False,True,False,False,False,True,True,True
33,242,53,268,167,23,242,167,167,268,242,242,242,187,False,False,False,False,False,False,False,False,False,False,False,False
34,92,67,92,91,222,67,92,222,92,92,92,92,16,False,False,False,False,False,False,False,False,False,False,False,False
35,146,6,253,165,158,241,165,146,253,146,146,146,241,False,False,False,False,False,True,False,False,False,False,False,False
36,2,2,2,257,2,2,205,205,2,2,2,2,82,False,False,False,False,False,False,False,False,False,False,False,False
37,238,77,107,238,238,107,238,238,107,238,238,238,107,False,False,True,False,False,True,False,False,True,False,False,False
38,67,67,67,67,67,67,67,67,156,67,67,67,67,True,True,True,True,True,True,True,True,False,True,True,True
39,193,187,193,187,193,193,193,191,193,193,193,193,187,False,True,False,True,False,False,False,False,False,False,False,False
40,243,243,243,61,243,243,61,61,243,243,243,243,61,False,False,False,True,False,False,True,True,False,False,False,False
41,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
0,95,2,95,80,95,2,2,2,95,95,95,95,95,True,False,True,False,True,False,False,False,True,True,True,True
1,215,1,103,1,164,1,1,1,103,215,215,215,155,False,False,False,False,False,False,False,False,False,False,False,False
2,209,1,209,209,244,1,1,1,209,209,209,209,145,False,False,False,False,False,False,False,False,False,False,False,False
3,94,30,94,94,105,30,30,30,107,94,94,94,94,True,False,True,True,False,False,False,False,False,True,True,True
4,140,94,242,94,94,94,94,94,242,140,140,140,94,False,True,False,True,True,True,True,True,False,False,False,False
5,234,1,28,1,60,1,1,1,28,234,234,234,110,False,False,False,False,False,False,False,False,False,False,False,False
6,184,72,184,182,77,182,72,72,184,184,184,184,182,False,False,False,True,False,True,False,False,False,False,False,False
7,119,46,46,119,84,119,46,46,46,119,119,119,119,True,False,False,True,False,True,False,False,False,True,True,True
8,24,2,24,77,194,4,2,2,24,24,24,24,24,True,False,True,False,False,False,False,False,True,True,True,True
9,103,1,1,1,28,1,1,1,1,103,103,103,1,False,True,True,True,False,True,True,True,True,False,False,False
10,1,1,1,1,206,1,1,1,1,1,1,1,1,True,True,True,True,False,True,True,True,True,True,True,True
11,77,30,77,77,212,77,30,30,77,77,77,77,77,True,False,True,True,False,True,False,False,True,True,True,True
12,158,158,158,158,214,158,158,158,158,158,158,158,158,True,True,True,True,False,True,True,True,True,True,True,True
13,257,257,257,257,257,257,257,257,257,257,257,257,257,True,True,True,True,True,True,True,True,True,True,True,True
14,76,30,92,239,154,245,30,30,92,76,76,76,76,True,False,False,False,False,False,False,False,False,True,True,True
15,209,30,209,209,173,209,156,30,209,209,209,209,96,False,False,False,False,False,False,False,False,False,False,False,False
16,231,1,231,1,46,1,10,1,103,231,231,231,110,False,False,False,False,False,False,False,False,False,False,False,False
17,255,6,255,228,22,228,215,6,255,255,255,255,255,True,False,True,False,False,False,False,False,True,True,True,True
18,17,17,17,246,222,246,236,17,17,17,17,17,86,False,False,False,False,False,False,False,False,False,False,False,False
19,184,105,229,228,228,228,229,105,229,184,184,184,153,False,False,False,False,False,False,False,False,False,False,False,False
20,229,12,72,178,229,178,178,12,72,229,229,229,12,False,True,False,False,False,False,False,True,False,False,False,False
21,124,53,105,120,228,120,124,53,105,124,124,124,105,False,False,True,False,False,False,False,False,True,False,False,False
22,203,30,203,182,198,182,198,30,203,203,203,203,182,False,False,False,True,False,True,False,False,False,False,False,False
23,209,30,53,209,173,209,30,30,209,209,209,209,209,True,False,False,True,False,True,False,False,True,True,True,True
24,231,1,231,1,163,1,163,1,231,231,231,231,1,False,True,False,True,False,True,False,True,False,False,False,False
25,28,53,53,228,228,228,28,53,53,28,28,28,228,False,False,False,True,True,True,False,False,False,False,False,False
26,17,17,17,17,17,17,30,17,17,17,17,17,17,True,True,True,True,True,True,False,True,True,True,True,True
27,184,184,184,184,184,184,184,184,184,184,184,184,184,True,True,True,True,True,True,True,True,True,True,True,True
