,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_21_linear,hard_agent_21_log10,hard_agent_21_ln,Real,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_21_linear_t3_match,hard_agent_21_log10_t3_match,hard_agent_21_ln_t3_match
15,[260  19 248],[ 19  53 248],[260  19 248],[248 270  19],[ 90  91 260],[260  19 248],[260  19 248],[ 19  53 248],[260  19 248],[260  19 248],[260  19 248],[260  19 248],270,False,False,False,True,False,False,False,False,False,False,False,False
16,[161   6  57],[203 245 250],[161   6  57],[ 57 245 250],[ 92  87 161],[161   6  57],[161   6  57],[203 245 250],[161   6  57],[161   6  57],[161   6  57],[161   6  57],161,True,False,True,False,True,True,True,False,True,True,True,True
17,[203  92 156],[268 119 247],[203  92 156],[157 167 119],[ 90  91 203],[203  92 156],[203  92 156],[268 119 247],[203  92 156],[203  92 156],[203  92 156],[203  92 156],92,True,False,True,False,False,True,True,False,True,True,True,True
18,[ 42 123 220],[231 238 220],[ 42 123 220],[123 220 238],[ 89  90 123],[ 42 123 220],[ 42 123 220],[231 238 220],[ 42 123 220],[ 42 123 220],[ 42 123 220],[ 42 123 220],220,True,True,True,True,False,True,True,True,True,True,True,True
19,[ 62 156  89],[214 156 256],[ 62 156  89],[156 246  89],[ 89 271 224],[ 62 156  89],[ 62 156  89],[214 156 256],[ 62 156  89],[ 62 156  89],[ 62 156  89],[ 62 156  89],62,True,False,True,False,False,True,True,False,True,True,True,True
20,[123 156 262],[187 156   7],[123 156 262],[123 156 262],[ 89  90 123],[123 156 262],[123 156 262],[187 156   7],[123 156 262],[123 156 262],[123 156 262],[123 156 262],262,True,False,True,True,False,True,True,False,True,True,True,True
21,[185  98 215],[ 98  53 215],[185  98 215],[157 215   1],[271  90  53],[185  98 215],[185  98 215],[ 98  53 215],[185  98 215],[185  98 215],[185  98 215],[185  98 215],98,True,True,True,False,False,True,True,True,True,True,True,True
22,[100  23 161],[ 23 161 203],[100  23 161],[ 23 167 100],[ 91 271  23],[100  23 161],[100  23 161],[ 23 161 203],[100  23 161],[100  23 161],[100  23 161],[100  23 161],100,True,False,True,True,False,True,True,False,True,True,True,True
23,[53 57 87],[165  53  87],[53 57 87],[165  57  87],[271  90  53],[53 57 87],[53 57 87],[165  53  87],[53 57 87],[53 57 87],[53 57 87],[53 57 87],87,True,True,True,True,False,True,True,True,True,True,True,True
24,[ 17 245  57],[165  17 245],[ 17 245  57],[165  57 245],[ 91 271  57],[ 17 245  57],[ 17 245  57],[165  17 245],[ 17 245  57],[ 17 245  57],[ 17 245  57],[ 17 245  57],57,True,False,True,True,True,True,True,False,True,True,True,True
25,[165 157 167],[167 165 157],[165 157 167],[165 157 167],[ 92 167 271],[165 157 167],[165 157 167],[167 165 157],[165 157 167],[165 157 167],[165 157 167],[165 157 167],165,True,True,True,True,False,True,True,True,True,True,True,True
26,[271 231 208],[271 208 231],[271 231 208],[271 231 208],[271  91 231],[271 231 208],[271 231 208],[271 208 231],[271 231 208],[271 231 208],[271 231 208],[271 231 208],208,True,True,True,True,False,True,True,True,True,True,True,True
27,[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],[ 90 271 214],214,True,True,True,True,True,True,True,True,True,True,True,True
28,[202 260 126],[156 126 260],[202 260 126],[209 126   1],[ 89 271 224],[202 260 126],[202 260 126],[156 126 260],[202 260 126],[202 260 126],[202 260 126],[202 260 126],202,True,False,True,False,False,True,True,False,True,True,True,True
29,[ 60  23 260],[  8 260 238],[ 60  23 260],[260   8 238],[ 91 271  23],[ 60  23 260],[ 60  23 260],[  8 260 238],[ 60  23 260],[ 60  23 260],[ 60  23 260],[ 60  23 260],260,True,True,True,True,False,True,True,True,True,True,True,True
30,[149 196  30],[ 56 120 146],[149 196  30],[196  30 167],[ 91 271 146],[149 196  30],[149 196  30],[149 196  30],[149 196  30],[149 196  30],[149 196  30],[149 196  30],196,True,False,True,True,False,True,True,True,True,True,True,True
31,[ 30  21 190],[ 21 190 271],[ 30  21 190],[110  21 190],[271  91 242],[ 30  21 190],[ 30  21 190],[ 30  21 190],[ 30  21 190],[ 30  21 190],[ 30  21 190],[ 30  21 190],190,True,True,True,True,False,True,True,True,True,True,True,True
32,[149 229 189],[189 199  52],[149 229 189],[229 110 189],[ 91  92 145],[149 229 189],[149 229 189],[149 229 189],[149 229 189],[149 229 189],[149 229 189],[149 229 189],189,True,True,True,True,False,True,True,True,True,True,True,True
