,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_8_16_linear_t3_match,hard_agent_8_16_log10_t3_match,hard_agent_8_16_ln_t3_match
7,[259 206 214],[181 206 220],[259 206 214],[181 206 246],[271  90 259],[259 206 214],[181 206 220],[181 206 220],[259 206 214],[259 206 214],[259 206 214],[259 206 214],214,True,False,True,False,False,True,False,False,True,True,True,True
8,[191  46  42],[ 42 191  46],[191  46  42],[191  46  42],[ 92 271  60],[191  46  42],[ 42 191  46],[ 42 191  46],[191  46  42],[191  46  42],[191  46  42],[191  46  42],46,True,True,True,True,False,True,True,True,True,True,True,True
9,[157   1 247],[247 157   1],[247 157   1],[247 157   1],[271  91 199],[247 157   1],[247 157   1],[247 157   1],[247 157   1],[157   1 247],[157   1 247],[157   1 247],1,True,True,True,True,False,True,True,True,True,True,True,True
10,[228   2 182],[122   2 182],[122 182   2],[122 182 228],[ 90  91 228],[228 182 122],[122   2 182],[122   2 182],[122 182   2],[228   2 182],[228   2 182],[228   2 182],122,False,True,True,True,False,True,True,True,True,False,False,False
11,[161 181 182],[161 182 181],[161 182 181],[ 90 181 182],[ 92  87 161],[161 181 182],[161 182 181],[161 182 181],[161 182 181],[161 181 182],[161 181 182],[161 181 182],181,True,True,True,True,False,True,True,True,True,True,True,True
12,[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 91 206 271],[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 89 206 120],[ 89 206 120],206,True,True,True,True,True,True,True,True,True,True,True,True
13,[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],[ 90  91 228],228,True,True,True,True,True,True,True,True,True,True,True,True
14,[  6 232  87],[87  6 96],[  6 232  87],[178  96  87],[ 92  87 178],[  6 232  87],[87  6 96],[87  6 96],[  6 232  87],[  6 232  87],[  6 232  87],[  6 232  87],121,False,False,False,False,False,False,False,False,False,False,False,False
15,[185  92 203],[153 203  74],[185  92 203],[ 74 203 165],[90 91 92],[185  92 203],[185  92 203],[153 203  74],[165  92 203],[185  92 203],[185  92 203],[185  92 203],203,True,True,True,True,False,True,True,True,True,True,True,True
16,[ 6 56  4],[ 4 56  6],[52  4 56],[52 56  1],[271  90 124],[ 6  4 56],[ 6 56  4],[ 4 56  6],[ 6 56  4],[ 6 56  4],[ 6 56  4],[ 6 56  4],73,False,False,False,False,False,False,False,False,False,False,False,False
17,[21 92 46],[52 92 46],[21 92 46],[ 46  52 246],[90 91 52],[21 92 46],[21 92 46],[52 92 46],[21 92 46],[21 92 46],[21 92 46],[21 92 46],46,True,True,True,True,False,True,True,True,True,True,True,True
18,[ 62 145  53],[178 220  53],[ 62 145  53],[244 165 178],[ 91  92 243],[ 62 145  53],[ 62 145  53],[178 220  53],[ 62 145  53],[ 62 145  53],[ 62 145  53],[ 62 145  53],220,False,True,False,False,False,False,False,True,False,False,False,False
19,[257 214  17],[ 97  17 120],[257 214  17],[257 120  17],[ 90 271 214],[257 214  17],[257 214  17],[ 97  17 120],[257 214  17],[257 214  17],[257 214  17],[257 214  17],97,False,True,False,False,False,False,False,True,False,False,False,False
20,[28 97 17],[ 97  17 103],[143  28  17],[ 28 103  17],[ 91  92 247],[143  28  17],[143  28  17],[ 97  17 103],[28 97 17],[28 97 17],[28 97 17],[28 97 17],97,True,True,False,False,False,False,False,True,True,True,True,True
