,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match
7,6,6,6,30,181,6,6,6,6,6,6,6,188,False,False,False,False,False,False,False,False,False,False,False,False
8,247,4,247,247,247,247,4,4,247,247,247,247,122,False,False,False,False,False,False,False,False,False,False,False,False
9,28,4,28,4,151,28,4,4,28,28,28,28,151,False,False,False,False,True,False,False,False,False,False,False,False
10,30,23,30,30,109,30,23,23,30,30,30,30,109,False,False,False,False,True,False,False,False,False,False,False,False
11,267,2,267,2,2,267,2,2,267,267,267,267,2,False,True,False,True,True,False,True,True,False,False,False,False
12,4,4,4,4,208,4,4,4,4,4,4,4,208,False,False,False,False,True,False,False,False,False,False,False,False
13,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
14,107,8,107,107,8,107,8,8,107,107,107,107,116,False,False,False,False,False,False,False,False,False,False,False,False
15,146,20,146,146,123,175,146,20,146,146,146,146,85,False,False,False,False,False,False,False,False,False,False,False,False
16,4,4,4,4,182,4,4,4,4,4,4,4,132,False,False,False,False,False,False,False,False,False,False,False,False
17,192,1,192,192,111,192,192,1,192,192,192,192,105,False,False,False,False,False,False,False,False,False,False,False,False
18,243,2,243,269,243,243,243,2,243,243,243,243,196,False,False,False,False,False,False,False,False,False,False,False,False
19,1,1,1,221,84,1,1,1,1,1,1,1,87,False,False,False,False,False,False,False,False,False,False,False,False
20,142,53,142,53,60,142,142,53,142,142,142,142,103,False,False,False,False,False,False,False,False,False,False,False,False
21,187,20,187,187,187,187,187,20,187,187,187,187,187,True,False,True,True,True,True,True,False,True,True,True,True
22,107,21,107,107,182,107,107,21,107,107,107,107,21,False,True,False,False,False,False,False,True,False,False,False,False
23,91,61,91,221,42,91,91,61,91,91,91,91,42,False,False,False,False,True,False,False,False,False,False,False,False
24,4,4,4,4,195,4,4,4,4,4,4,4,187,False,False,False,False,False,False,False,False,False,False,False,False
25,1,1,1,1,167,1,1,1,1,1,1,1,206,False,False,False,False,False,False,False,False,False,False,False,False
26,243,84,243,243,84,243,243,84,243,243,243,243,243,True,False,True,True,False,True,True,False,True,True,True,True
27,84,84,84,84,84,84,84,84,84,84,84,84,84,True,True,True,True,True,True,True,True,True,True,True,True
28,142,2,142,95,19,142,142,2,142,142,142,142,19,False,False,False,False,True,False,False,False,False,False,False,False
29,107,209,107,107,107,107,107,209,107,107,107,107,190,False,False,False,False,False,False,False,False,False,False,False,False
30,142,5,142,269,163,118,142,142,142,142,142,142,118,False,False,False,False,False,True,False,False,False,False,False,False
31,193,103,193,231,193,193,193,193,193,193,193,193,103,False,True,False,False,False,False,False,False,False,False,False,False
32,107,61,107,107,158,107,107,107,107,107,107,107,184,False,False,False,False,False,False,False,False,False,False,False,False
33,53,23,53,53,246,53,53,53,53,53,53,53,187,False,False,False,False,False,False,False,False,False,False,False,False
34,191,67,191,164,67,91,191,191,191,191,191,191,16,False,False,False,False,False,False,False,False,False,False,False,False
35,146,6,146,146,241,146,146,146,146,146,146,146,241,False,False,False,False,True,False,False,False,False,False,False,False
36,82,2,82,164,2,82,82,82,82,82,82,82,82,True,False,True,False,False,True,True,True,True,True,True,True
37,107,77,107,107,157,107,107,107,107,107,107,107,107,True,False,True,True,False,True,True,True,True,True,True,True
38,243,67,243,243,243,243,243,243,243,243,243,243,67,False,True,False,False,False,False,False,False,False,False,False,False
39,193,187,193,193,193,193,193,193,193,193,193,193,187,False,True,False,False,False,False,False,False,False,False,False,False
40,243,61,243,243,243,243,243,243,243,243,243,243,61,False,True,False,False,False,False,False,False,False,False,False,False
41,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
0,4,80,4,10,24,80,80,80,4,4,4,4,95,False,False,False,False,False,False,False,False,False,False,False,False
1,153,153,153,221,1,153,153,153,153,153,153,153,155,False,False,False,False,False,False,False,False,False,False,False,False
2,146,209,146,146,195,209,209,209,146,146,146,146,145,False,False,False,False,False,False,False,False,False,False,False,False
3,107,30,107,107,42,30,30,30,107,107,107,107,94,False,False,False,False,False,False,False,False,False,False,False,False
4,214,54,214,42,140,54,54,54,214,214,214,214,94,False,False,False,False,False,False,False,False,False,False,False,False
5,28,1,28,1,110,28,1,1,28,28,28,28,110,False,False,False,False,True,False,False,False,False,False,False,False
6,249,28,249,249,184,249,28,28,249,249,249,249,182,False,False,False,False,False,False,False,False,False,False,False,False
7,214,65,214,84,65,214,65,65,214,214,214,214,119,False,False,False,False,False,False,False,False,False,False,False,False
8,4,2,4,4,24,4,2,2,4,4,4,4,24,False,False,False,False,True,False,False,False,False,False,False,False
9,28,1,28,1,28,28,1,1,28,28,28,28,1,False,True,False,True,False,False,True,True,False,False,False,False
10,1,1,1,1,206,1,1,1,1,1,1,1,1,True,True,True,True,False,True,True,True,True,True,True,True
11,30,30,30,212,30,30,30,30,30,30,30,30,77,False,False,False,False,False,False,False,False,False,False,False,False
12,214,214,214,214,158,214,214,214,214,214,214,214,158,False,False,False,False,True,False,False,False,False,False,False,False
13,257,257,257,257,257,257,257,257,257,257,257,257,257,True,True,True,True,True,True,True,True,True,True,True,True
14,76,203,76,239,203,76,203,203,76,76,76,76,76,True,False,True,False,False,True,False,False,True,True,True,True
15,53,209,173,53,156,173,53,209,173,53,53,53,96,False,False,False,False,False,False,False,False,False,False,False,False
16,3,1,3,10,145,3,3,1,3,3,3,3,110,False,False,False,False,False,False,False,False,False,False,False,False
17,28,6,28,255,215,28,28,6,28,28,28,28,255,False,False,False,True,False,False,False,False,False,False,False,False
18,249,17,249,249,196,249,249,17,249,249,249,249,86,False,False,False,False,False,False,False,False,False,False,False,False
19,153,153,153,148,153,153,153,153,153,153,153,153,153,True,True,True,False,True,True,True,True,True,True,True,True
20,187,62,187,84,62,187,187,62,187,187,187,187,12,False,False,False,False,False,False,False,False,False,False,False,False
21,53,53,53,221,120,221,53,53,53,53,53,53,105,False,False,False,False,False,False,False,False,False,False,False,False
