,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match
7,28,28,28,28,212,28,28,28,28,28,28,28,103,False,False,False,False,False,False,False,False,False,False,False,False
8,30,247,30,245,86,30,247,247,30,30,30,30,245,False,False,False,True,False,False,False,False,False,False,False,False
9,42,165,42,167,249,42,165,165,42,42,42,42,167,False,False,False,True,False,False,False,False,False,False,False,False
10,10,4,10,10,10,10,4,4,10,10,10,10,86,False,False,False,False,False,False,False,False,False,False,False,False
11,156,156,156,167,167,156,156,156,156,156,156,156,167,False,False,False,True,True,False,False,False,False,False,False,False
12,262,2,262,262,2,262,2,2,262,262,262,262,2,False,True,False,False,True,False,True,True,False,False,False,False
13,206,206,206,206,206,206,206,206,206,206,206,206,206,True,True,True,True,True,True,True,True,True,True,True,True
14,0,133,0,0,29,0,133,133,0,0,0,0,209,False,False,False,False,False,False,False,False,False,False,False,False
15,262,128,262,262,134,262,262,128,262,262,262,262,128,False,True,False,False,False,False,False,True,False,False,False,False
16,98,271,98,120,60,98,98,271,98,98,98,98,12,False,False,False,False,False,False,False,False,False,False,False,False
17,255,271,255,255,72,255,255,271,255,255,255,255,120,False,False,False,False,False,False,False,False,False,False,False,False
18,221,67,221,221,62,221,221,67,221,221,221,221,182,False,False,False,False,False,False,False,False,False,False,False,False
19,28,24,28,28,208,28,28,24,28,28,28,28,53,False,False,False,False,False,False,False,False,False,False,False,False
20,262,215,262,262,191,262,262,215,262,262,262,262,191,False,False,False,False,True,False,False,False,False,False,False,False
21,262,231,262,262,228,262,262,231,262,262,262,262,231,False,True,False,False,False,False,False,True,False,False,False,False
22,124,124,124,124,185,124,124,124,124,124,124,124,222,False,False,False,False,False,False,False,False,False,False,False,False
23,262,262,262,262,262,262,262,262,262,262,262,262,4,False,False,False,False,False,False,False,False,False,False,False,False
24,23,271,23,42,23,23,23,271,23,23,23,23,271,False,True,False,False,False,False,False,True,False,False,False,False
25,62,271,62,62,271,62,62,271,62,62,62,62,271,False,True,False,False,True,False,False,True,False,False,False,False
26,185,257,185,185,257,185,185,257,185,185,185,185,257,False,True,False,False,True,False,False,True,False,False,False,False
27,208,208,208,208,208,208,208,208,208,208,208,208,208,True,True,True,True,True,True,True,True,True,True,True,True
28,223,45,223,223,42,223,223,45,223,223,223,223,192,False,False,False,False,False,False,False,False,False,False,False,False
29,0,0,0,95,95,0,0,0,0,0,0,0,135,False,False,False,False,False,False,False,False,False,False,False,False
30,45,45,45,45,191,45,45,45,45,45,45,45,86,False,False,False,False,False,False,False,False,False,False,False,False
31,262,33,262,262,77,262,262,262,262,262,262,262,33,False,True,False,False,False,False,False,False,False,False,False,False
32,30,119,30,119,187,30,30,30,30,30,30,30,119,False,True,False,True,False,False,False,False,False,False,False,False
33,42,18,42,157,4,42,42,42,42,42,42,42,56,False,False,False,False,False,False,False,False,False,False,False,False
34,198,203,198,163,198,198,198,198,198,198,198,198,203,False,True,False,False,False,False,False,False,False,False,False,False
35,97,239,97,239,199,97,97,97,97,97,97,97,239,False,True,False,True,False,False,False,False,False,False,False,False
36,124,271,124,262,124,124,124,124,262,124,124,124,271,False,True,False,False,False,False,False,False,False,False,False,False
37,57,30,57,30,30,57,57,57,57,57,57,57,157,False,False,False,False,False,False,False,False,False,False,False,False
38,84,84,84,84,84,84,84,84,84,84,84,84,42,False,False,False,False,False,False,False,False,False,False,False,False
39,77,232,77,77,77,77,77,77,77,77,77,77,232,False,True,False,False,False,False,False,False,False,False,False,False
40,30,30,30,30,30,30,30,30,30,30,30,30,60,False,False,False,False,False,False,False,False,False,False,False,False
41,4,4,4,4,4,4,4,4,4,4,4,4,4,True,True,True,True,True,True,True,True,True,True,True,True
0,0,238,0,238,0,238,238,238,0,0,0,0,55,False,False,False,False,False,False,False,False,False,False,False,False
1,248,248,248,19,271,248,248,248,248,248,248,248,19,False,False,False,True,False,False,False,False,False,False,False,False
2,19,119,19,19,163,119,119,119,19,19,19,19,19,True,False,True,True,False,False,False,False,True,True,True,True
3,66,2,66,66,199,2,2,2,66,66,66,66,132,False,False,False,False,False,False,False,False,False,False,False,False
4,124,2,124,167,2,2,2,2,124,124,124,124,69,False,False,False,False,False,False,False,False,False,False,False,False
5,156,53,156,196,196,156,53,53,156,156,156,156,187,False,False,False,False,False,False,False,False,False,False,False,False
6,87,231,87,87,100,87,231,231,87,87,87,87,253,False,False,False,False,False,False,False,False,False,False,False,False
7,30,271,30,30,6,30,271,271,30,30,30,30,188,False,False,False,False,False,False,False,False,False,False,False,False
8,122,247,122,6,268,6,247,247,122,122,122,122,122,True,False,True,False,False,False,False,False,True,True,True,True
9,260,28,260,260,260,260,28,28,260,260,260,260,151,False,False,False,False,False,False,False,False,False,False,False,False
10,57,23,57,30,30,57,23,23,57,57,57,57,109,False,False,False,False,False,False,False,False,False,False,False,False
11,267,2,267,267,267,267,2,2,267,267,267,267,2,False,True,False,False,False,False,True,True,False,False,False,False
12,208,208,208,208,4,208,208,208,208,208,208,208,208,True,True,True,True,False,True,True,True,True,True,True,True
13,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
14,260,107,260,8,161,260,107,107,260,260,260,260,116,False,False,False,False,False,False,False,False,False,False,False,False
15,175,175,175,175,110,175,175,175,175,175,175,175,85,False,False,False,False,False,False,False,False,False,False,False,False
16,87,156,87,155,182,87,87,156,87,87,87,87,132,False,False,False,False,False,False,False,False,False,False,False,False
17,124,33,124,192,124,124,124,33,124,124,124,124,105,False,False,False,False,False,False,False,False,False,False,False,False
18,269,2,269,269,84,269,269,2,269,269,269,269,196,False,False,False,False,False,False,False,False,False,False,False,False
19,84,52,84,84,134,84,84,52,84,84,84,84,87,False,False,False,False,False,False,False,False,False,False,False,False
20,198,53,198,142,42,198,198,53,198,198,198,198,103,False,False,False,False,False,False,False,False,False,False,False,False
21,57,187,129,57,187,57,57,187,129,57,57,57,187,False,True,False,False,True,False,False,True,False,False,False,False
22,107,107,107,107,191,107,21,107,107,107,107,107,21,False,False,False,False,False,False,True,False,False,False,False,False
23,97,97,97,97,61,97,97,97,97,97,97,97,42,False,False,False,False,False,False,False,False,False,False,False,False
24,156,156,156,156,187,156,156,156,156,156,156,156,187,False,False,False,False,True,False,False,False,False,False,False,False
25,1,1,1,1,167,1,206,1,1,1,1,1,206,False,False,False,False,False,False,True,False,False,False,False,False
26,84,84,84,84,243,84,84,84,84,84,84,84,243,False,False,False,False,True,False,False,False,False,False,False,False
27,84,84,84,84,84,84,84,84,84,84,84,84,84,True,True,True,True,True,True,True,True,True,True,True,True
28,170,2,19,19,95,170,170,2,19,170,170,170,19,False,False,True,True,False,False,False,False,True,False,False,False
29,190,107,190,238,190,190,190,107,190,190,190,190,190,True,False,True,False,True,True,True,False,True,True,True,True
30,5,5,5,269,142,5,5,5,5,5,5,5,118,False,False,False,False,False,False,False,False,False,False,False,False
31,267,187,267,246,232,267,267,267,267,267,267,267,103,False,False,False,False,False,False,False,False,False,False,False,False
32,260,107,260,107,260,260,260,260,260,260,260,260,184,False,False,False,False,False,False,False,False,False,False,False,False
33,198,53,198,167,23,198,198,198,198,198,198,198,187,False,False,False,False,False,False,False,False,False,False,False,False
34,92,67,92,164,92,92,92,92,92,92,92,92,16,False,False,False,False,False,False,False,False,False,False,False,False
35,267,241,267,6,158,267,267,267,267,267,267,267,241,False,True,False,False,False,False,False,False,False,False,False,False
36,161,2,161,164,161,161,161,161,161,161,161,161,82,False,False,False,False,False,False,False,False,False,False,False,False
37,107,107,107,238,238,107,107,107,107,107,107,107,107,True,True,True,False,False,True,True,True,True,True,True,True
38,156,67,156,163,243,156,156,156,156,156,156,156,67,False,True,False,False,False,False,False,False,False,False,False,False
39,193,187,193,187,193,193,193,193,193,193,193,193,187,False,True,False,True,False,False,False,False,False,False,False,False
40,243,243,243,61,61,243,243,243,243,243,243,243,61,False,False,False,True,True,False,False,False,False,False,False,False
41,53,53,53,53,53,53,53,53,53,53,53,53,53,True,True,True,True,True,True,True,True,True,True,True,True
0,95,2,95,95,4,2,2,2,95,95,95,95,95,True,False,True,True,False,False,False,False,True,True,True,True
1,124,28,124,1,103,28,28,28,124,124,124,124,155,False,False,False,False,False,False,False,False,False,False,False,False
2,97,146,97,97,97,146,146,146,97,97,97,97,145,False,False,False,False,False,False,False,False,False,False,False,False
3,94,107,94,94,42,107,107,107,94,94,94,94,94,True,False,True,True,False,False,False,False,True,True,True,True
4,94,241,94,94,158,241,241,241,94,94,94,94,94,True,False,True,True,False,False,False,False,True,True,True,True
5,28,28,28,1,103,28,28,28,28,28,28,28,110,False,False,False,False,False,False,False,False,False,False,False,False
6,28,28,28,28,77,28,28,28,28,28,28,28,182,False,False,False,False,False,False,False,False,False,False,False,False
7,84,119,84,84,119,84,119,119,84,84,84,84,119,False,True,False,False,True,False,True,True,False,False,False,False
8,123,2,123,194,24,123,2,2,123,123,123,123,24,False,False,False,False,True,False,False,False,False,False,False,False
