Seen_rate,Seen_rate WB,Seen_rate WR,Seen_rate WG,Seen_rate UB,Seen_rate UR,Seen_rate UG,Seen_rate BR,Seen_rate BG,Seen_rate RG,Name,Color
0.0049759152981574805,0.006804126989173808,0.23685674769088916,0.006454382143935901,0.007503616679649619,0.42397023989316884,0.009379520849562024,0.5757436052334547,0.01249542947077246,0.46070934613611436,Abrade,R
0.07303926384386154,0.07994891443167305,0.06677800700789206,0.06352948881684514,6.5494318367881584e-06,0.0,0.0,7.204375020466975e-05,2.6197727347152634e-05,4.584602285751711e-05,Adamant Will,W
0.0,0.010772201244027325,0.0,8.55421539514365e-05,0.0080715132407034,1.2220307707348071e-05,0.0,0.014811012941305862,0.005340274468111107,3.666092312204421e-05,Aim for the Head,B
0.0007683934174297241,0.0,0.009028622654799257,0.00044822949350067237,0.0003201639239290517,0.1046936031247999,0.0008964589870013447,0.011846065185374913,0.0,0.010053147211372222,Alchemist's Gambit,UR
0.1110302658956586,0.0,0.0,0.0001085027891599331,0.07511584268372075,0.12558240467710846,0.032008322802180265,2.553006803763132e-05,7.659020411289396e-05,9.573775514111745e-05,Alchemist's Retrieval,U
0.0010096522757562295,0.0025039376438754494,0.3265215459795646,0.0012519688219377247,0.0006057913654537377,0.4475182747061912,0.000888494002665482,0.7608335689188643,0.0014538992770889705,0.5265538548523888,Alluring Suitor,R
0.0,0.0,0.029894701568521313,0.0,0.0,0.12325200737217905,0.0,0.04259624431298251,0.0,0.038910154789983116,Ancestral Anger,R
0.0,0.005915525376913339,0.0,0.0022787432385775117,0.005178961905857982,0.0,0.005386120382092301,0.004488433651743584,0.249833122338589,0.006306824720911497,Ancient Lumberknot,BG
0.5610097581671617,0.47331353415358507,0.27848960543063217,0.32104369961815865,0.00038184132371658886,0.00033941450997030124,0.0007636826474331777,0.0002545608824777259,0.00016970725498515062,0.001357658039881205,Angelic Quartermaster,W
0.0020380434782608695,0.2583786231884058,0.10620471014492754,0.0036231884057971015,0.17232789855072464,0.18591485507246377,0.009963768115942028,2.2916666666666665,0.1743659420289855,0.3317481884057971,"Anje, Maid of Dishonor",BR
4.9821354856158634e-05,9.252537330429461e-05,0.0,0.09545771590439994,2.8469345632090648e-05,0.0,0.038711192723235255,3.5586682040113305e-05,0.07584233676388948,0.11693783718381233,Apprentice Sharpshooter,G
9.722661092340974e-05,0.0688850538392358,0.0,0.0,0.3128509272988017,0.0,9.722661092340974e-05,0.1022580880386962,0.03784545830193724,0.0,Archghoul of Thraben,B
0.06380572330936173,0.057894624527858984,0.0768016047459508,0.07684428415953565,0.0,0.0,0.0,6.401912037728602e-05,0.0,0.00010669853396214335,Arm the Cathars,W
0.0,0.000746491489997014,0.0,0.31591519856673633,0.000746491489997014,0.0,0.19304269931322782,0.0,0.26186921469095253,0.6799044490892804,Ascendant Packleader,G
0.04352941176470588,0.03294117647058824,0.01588235294117647,1.0129411764705882,0.05235294117647059,0.02588235294117647,0.6741176470588235,0.04411764705882353,0.6988235294117647,1.6594117647058824,Avabruck Caretaker,G
0.00034642532369116185,0.00034642532369116185,0.2849348287359806,0.002121855107608366,0.0003031221582297666,0.41073052440133373,0.0010825791365348808,0.6508465768847703,0.0034642532369116184,0.6643138613432642,Ballista Watcher,R
0.0,0.00024971723195793,0.07600951863331228,4.406774681610529e-05,0.0001615817383257194,0.06599879548158703,0.0,0.24691893003510731,1.4689248938701764e-05,0.09017729923469013,Belligerent Guest,R
0.16606432102197602,0.0,4.0683758365597814e-05,3.390313197133151e-05,0.07615321503400484,0.09423714562751306,0.04513184928023651,6.780626394266303e-06,0.0,0.0,Binding Geist,U
0.24392543259434965,6.0821701182982085e-05,0.00024328680473192834,0.0,0.5610193717118268,0.2673721984003893,0.09208405559103489,0.0006690387130128029,0.0015509533801660433,0.0,Biolume Egg,U
0.0011286102703534603,0.40063954581986694,0.00039330357906256945,0.0007353066912908908,0.4301715145607825,0.0007866071581251389,0.0030609278544434754,0.6295422288342823,0.23013389421843738,0.006412558354281024,Bleed Dry,B
0.0001948783093224009,0.1422322949447123,0.00018044287900222306,0.0005413286370066692,0.11616190778647112,9.3830297081156e-05,0.0015590264745792071,0.23337760198631521,0.08312642549874412,0.002201403123827121,Blood Fountain,B
0.0,0.00018247758947104308,0.08289044501722133,0.0,0.0,0.03400926073766566,0.0,0.3306037727241623,9.123879473552154e-05,0.04863027759403298,Blood Hypnotist,R
2.4482800832415227e-05,0.0002448280083241523,0.1085077732892643,4.080466805402538e-05,3.26437344432203e-05,0.11711755824866364,5.712653527563553e-05,0.31810503121557104,0.0,0.1252295262578039,Blood Petal Celebrant,R
0.0026887810461802618,0.009997972981029488,0.0035592068394004793,0.0016931570224283687,0.0038930687874849466,0.0031299557632918787,0.001764698868446469,0.02920695863688936,0.003183612147805454,0.0056458440149283985,Blood Servitor,
9.548196692851873e-05,0.1630745193350983,0.0004513692982075431,3.4720715246734086e-05,0.07407664597890716,7.812160930515168e-05,5.2081072870101126e-05,0.3626578707521375,0.05510177509656699,0.00047740983464259363,Bloodcrazed Socialite,B
9.276652983603515e-05,0.05176372364850762,0.00030149122196711426,0.00011595816229504394,0.025325262645237597,0.0,0.0003710661193441406,0.09522484287669009,0.020826085948189892,0.0,Bloodsworn Squire,B
0.0,0.015731197549379367,0.0035419126328217238,0.0,0.004945914036823128,0.003861003861003861,0.00015954561409106864,0.9999042726315454,0.011168192986374805,0.008583554038099492,Bloodtithe Harvester,BR
